Date,HDFC,AXIS,ICICI,KOTAK,SBI,UBI,PNB,INDUSIND,BANDHAN,RBL,IDBI,CANARA,BOI,INDIAN,UCO
2021-03-30,1547.0045166015625,695.3499755859375,589.7232666015625,1780.365966796875,357.4993591308594,34.099998474121094,36.150001525878906,956.3343505859375,335.3135681152344,65.16999816894531,38.70000076293945,147.0500030517578,69.75,113.74016571044922,10.949999809265137
2021-03-31,1487.21337890625,697.4500122070312,580.4005126953125,1752.1298828125,360.96734619140625,34.04999923706055,36.650001525878906,949.7667236328125,337.7552490234375,64.83000183105469,38.54999923706055,152.1999969482422,67.8499984741211,114.43009185791016,11.0
2021-04-01,1480.343017578125,713.0,592.6646728515625,1803.6544189453125,367.25927734375,34.900001525878906,38.20000076293945,988.4260864257812,349.7147216796875,67.33999633789062,39.0,156.35000610351562,69.9000015258789,116.40132904052734,11.449999809265137
2021-04-05,1443.3531494140625,685.25,569.5822143554688,1758.3267822265625,350.3157043457031,34.04999923706055,36.95000076293945,932.7506103515625,334.3169250488281,70.76000213623047,38.150001525878906,146.75,67.25,113.0009536743164,11.199999809265137
2021-04-06,1434.04345703125,677.9000244140625,564.2478637695312,1767.42236328125,347.3431396484375,35.20000076293945,37.04999923706055,922.7001953125,336.45965576171875,71.31999969482422,38.0,148.0,66.5999984741211,112.1631851196289,11.149999618530273
2021-04-07,1440.9635009765625,688.25,575.9635620117188,1791.110595703125,355.26995849609375,36.79999923706055,37.599998474121094,940.910400390625,348.568603515625,68.7300033569336,37.900001525878906,149.64999389648438,68.69999694824219,113.69087982177734,11.350000381469727
2021-04-08,1426.6256103515625,681.5999755859375,575.016357421875,1782.3648681640625,352.3469543457031,36.599998474121094,37.45000076293945,930.3126831054688,353.8507080078125,70.76000213623047,37.150001525878906,147.1999969482422,68.19999694824219,111.81820678710938,11.300000190734863
2021-04-09,1415.6231689453125,668.2000122070312,564.5469970703125,1798.35693359375,349.7707214355469,37.900001525878906,37.849998474121094,919.1178588867188,357.737548828125,71.83000183105469,37.099998474121094,148.75,74.5,116.30276489257812,11.949999809265137
2021-04-12,1361.158935546875,635.5999755859375,536.9777221679688,1741.6351318359375,325.8416748046875,34.400001525878906,33.95000076293945,840.2567749023438,326.443603515625,75.0,33.79999923706055,132.1999969482422,66.6500015258789,103.19406127929688,11.149999618530273
2021-04-13,1394.3154296875,661.0,558.9633178710938,1774.9686279296875,337.8805236816406,35.099998474121094,35.099998474121094,873.0948486328125,330.7789001464844,82.05000305175781,37.04999923706055,137.35000610351562,71.5,106.3480453491211,11.5
2021-04-15,1423.9371337890625,668.8499755859375,573.5206909179688,1772.369873046875,339.5649719238281,34.400001525878906,34.75,854.1382446289062,325.0981750488281,79.66000366210938,35.79999923706055,135.75,69.1500015258789,101.46923828125,11.399999618530273
2021-04-16,1422.493408203125,669.2000122070312,565.2947998046875,1763.224365234375,336.7905578613281,34.45000076293945,34.79999923706055,858.7156982421875,321.5601501464844,75.8499984741211,35.849998474121094,134.1999969482422,69.6500015258789,101.71563720703125,11.199999809265137
2021-04-19,1406.3134765625,648.1500244140625,558.1157836914062,1699.9058837890625,328.12060546875,32.70000076293945,33.150001525878906,827.9175415039062,303.8701171875,72.0,33.849998474121094,129.3000030517578,64.5999984741211,97.18180084228516,10.899999618530273
2021-04-20,1385.4039306640625,651.75,557.4677124023438,1696.8572998046875,326.4857177734375,32.75,33.70000076293945,840.853759765625,308.1057434082031,69.23999786376953,34.0,128.0500030517578,64.5999984741211,99.25159454345703,10.949999809265137
2021-04-22,1416.3699951171875,658.7000122070312,577.509033203125,1735.1883544921875,333.5703125,32.45000076293945,33.900001525878906,831.5994262695312,308.4545593261719,69.8499984741211,34.099998474121094,130.25,64.1500015258789,99.59656524658203,10.899999618530273
2021-04-23,1408.055908203125,671.3499755859375,568.2860717773438,1733.3392333984375,333.3721618652344,32.70000076293945,34.0,845.8292236328125,312.3912353515625,71.77999877929688,33.95000076293945,130.5,65.1500015258789,105.6581039428711,10.899999618530273
2021-04-26,1398.7462158203125,700.4500122070312,589.374267578125,1758.776611328125,341.1502990722656,33.04999923706055,34.45000076293945,855.3323974609375,312.09222412109375,74.9000015258789,34.099998474121094,135.25,65.25,108.02359008789062,10.949999809265137
2021-04-27,1432.5001220703125,699.5499877929688,597.001953125,1749.4312744140625,349.82025146484375,33.849998474121094,34.95000076293945,878.1200561523438,317.82281494140625,74.3499984741211,34.54999923706055,139.64999389648438,66.0,110.38906860351562,11.050000190734863
2021-04-28,1470.43603515625,708.1500244140625,619.5359497070312,1810.5509033203125,360.0755920410156,34.400001525878906,35.650001525878906,922.3519287109375,327.390380859375,75.63999938964844,35.70000076293945,143.10000610351562,68.1500015258789,111.76893615722656,11.100000381469727
2021-04-29,1466.1544189453125,719.4000244140625,619.6356811523438,1804.1041259765625,356.1121826171875,34.75,35.04999923706055,934.84033203125,330.9782409667969,76.12000274658203,35.400001525878906,139.5,67.5,110.24122619628906,11.050000190734863
2021-04-30,1406.2139892578125,714.9000244140625,598.746826171875,1747.93212890625,350.26617431640625,34.20000076293945,34.849998474121094,930.3624267578125,328.63616943359375,74.55000305175781,35.25,138.75,66.3499984741211,108.41783142089844,11.0
2021-05-03,1408.3546142578125,702.75,595.0078125,1724.593505859375,347.3927001953125,34.0,34.5,909.1171264648438,317.77301025390625,71.08000183105469,36.20000076293945,138.75,65.55000305175781,107.0872573852539,11.199999809265137
2021-05-04,1382.3670654296875,700.3499755859375,589.8229370117188,1731.7900390625,348.2844543457031,35.599998474121094,37.45000076293945,905.6841430664062,316.5770263671875,69.62000274658203,36.400001525878906,141.35000610351562,68.55000305175781,112.1631851196289,11.399999618530273
2021-05-05,1396.5556640625,717.2000122070312,601.0401000976562,1769.87109375,352.1487731933594,36.5,37.45000076293945,926.5810546875,310.19866943359375,66.58999633789062,37.95000076293945,145.60000610351562,69.19999694824219,112.90239715576172,11.399999618530273
2021-05-06,1394.863037109375,715.75,606.4243774414062,1787.3624267578125,352.2973937988281,36.0,36.400001525878906,920.4114990234375,293.75439453125,65.05999755859375,40.54999923706055,143.4499969482422,68.30000305175781,112.21245574951172,11.350000381469727
2021-05-07,1408.6533203125,716.75,605.3275756835938,1779.46630859375,354.97271728515625,34.54999923706055,36.25,921.6553344726562,296.3456115722656,67.9000015258789,38.900001525878906,144.3000030517578,67.6500015258789,111.276123046875,11.300000190734863
2021-05-10,1413.7313232421875,715.25,611.4595947265625,1808.451904296875,358.3911437988281,34.5,35.599998474121094,940.7611694335938,294.9503479003906,64.0,38.20000076293945,147.14999389648438,68.0,116.35205078125,11.399999618530273
2021-05-11,1397.501708984375,707.3499755859375,608.0695190429688,1754.57861328125,361.31414794921875,35.29999923706055,35.04999923706055,944.1942138671875,289.9672546386719,77.6500015258789,38.75,150.10000610351562,69.4000015258789,122.01934814453125,11.699999809265137
2021-05-12,1393.4691162109375,691.2999877929688,593.0136108398438,1717.996826171875,364.3362731933594,37.25,37.099998474121094,912.1522216796875,287.17669677734375,75.52999877929688,38.849998474121094,152.1999969482422,72.75,126.65174102783203,12.600000381469727
2021-05-14,1380.87353515625,685.0,595.55615234375,1705.802978515625,357.152587890625,37.400001525878906,36.79999923706055,886.478759765625,279.60235595703125,70.94999694824219,38.20000076293945,147.5500030517578,74.25,124.03985595703125,12.800000190734863
2021-05-17,1434.04345703125,709.25,621.7793579101562,1743.2843017578125,379.59539794921875,37.95000076293945,37.650001525878906,951.7569580078125,283.3396911621094,76.93000030517578,38.349998474121094,153.5,75.5,123.84273529052734,12.899999618530273
2021-05-18,1470.3363037109375,711.6500244140625,631.3513793945312,1754.2288818359375,378.7531433105469,36.79999923706055,37.349998474121094,969.76806640625,290.2164001464844,74.98999786376953,37.95000076293945,146.64999389648438,74.6500015258789,121.87150573730469,12.699999809265137
2021-05-19,1451.916015625,716.7999877929688,623.6240234375,1729.691162109375,380.88348388671875,36.650001525878906,36.20000076293945,962.255126953125,288.57196044921875,75.22000122070312,38.79999923706055,146.39999389648438,77.5,125.22260284423828,12.600000381469727
2021-05-20,1426.6256103515625,705.9000244140625,616.7940063476562,1707.3521728515625,381.0321044921875,36.849998474121094,37.5,970.7134399414062,293.1065979003906,76.33000183105469,38.54999923706055,147.39999389648438,77.44999694824219,124.82835388183594,12.550000190734863
2021-05-21,1490.84765625,730.9000244140625,640.5744018554688,1756.7777099609375,397.5298156738281,37.400001525878906,38.04999923706055,1011.0147094726562,298.6378479003906,82.5,38.79999923706055,152.85000610351562,78.4000015258789,138.2820281982422,12.699999809265137
2021-05-24,1503.4429931640625,741.1500244140625,645.4600219726562,1756.1279296875,408.280517578125,38.400001525878906,39.79999923706055,999.8199462890625,297.6910705566406,89.2300033569336,39.099998474121094,154.35000610351562,78.8499984741211,142.81585693359375,13.050000190734863
2021-05-25,1472.57666015625,731.5499877929688,648.4014282226562,1749.6312255859375,408.5777893066406,35.0,39.349998474121094,989.023193359375,293.1065979003906,89.31999969482422,38.599998474121094,150.4499969482422,77.0,140.40109252929688,13.0
2021-05-26,1470.6849365234375,735.0999755859375,650.5950317382812,1739.7861328125,409.7668151855469,34.099998474121094,39.25,993.5508422851562,291.11334228515625,89.70999908447266,38.650001525878906,149.5500030517578,76.9000015258789,140.64749145507812,12.949999809265137
2021-05-27,1476.2607421875,750.3499755859375,650.3457641601562,1776.367919921875,421.31024169921875,33.95000076293945,42.150001525878906,1001.9096069335938,294.3523864746094,97.47000122070312,38.650001525878906,153.64999389648438,77.0,138.82411193847656,13.149999618530273
2021-05-28,1496.9710693359375,739.8499755859375,641.172607421875,1799.856201171875,418.1890563964844,34.349998474121094,42.25,1014.3482666015625,302.474853515625,93.7699966430664,38.45000076293945,161.89999389648438,77.55000305175781,140.49966430664062,13.550000190734863
2021-06-01,1505.185546875,745.1500244140625,648.2020263671875,1796.108154296875,428.5929870605469,34.349998474121094,41.650001525878906,1005.0938720703125,301.8270263671875,96.88999938964844,37.75,159.0500030517578,76.19999694824219,134.09315490722656,13.199999809265137
2021-06-02,1497.5186767578125,737.0,646.4570922851562,1782.2149658203125,433.25,35.25,44.0,1022.955810546875,310.64715576171875,99.86000061035156,39.20000076293945,163.8000030517578,78.3499984741211,141.18959045410156,13.449999809265137
2021-06-03,1513.9974365234375,750.6500244140625,648.3516235351562,1813.299560546875,439.6499938964844,35.400001525878906,43.70000076293945,1000.8150024414062,316.62689208984375,96.5,38.79999923706055,163.25,80.19999694824219,144.4914093017578,13.399999618530273
2021-06-04,1494.4818115234375,742.0499877929688,640.8236694335938,1810.301025390625,433.6000061035156,35.45000076293945,43.099998474121094,1004.3475952148438,313.7864990234375,99.56999969482422,39.349998474121094,161.10000610351562,82.4000015258789,141.33743286132812,13.5
2021-06-07,1493.3865966796875,751.0999755859375,646.3076171875,1813.999267578125,432.25,35.599998474121094,42.099998474121094,1020.1695556640625,318.9190979003906,93.44000244140625,39.29999923706055,160.89999389648438,84.5999984741211,140.69677734375,13.600000381469727
2021-06-08,1476.6590576171875,746.3499755859375,640.5245361328125,1792.659912109375,427.20001220703125,35.650001525878906,41.45000076293945,1015.1444091796875,315.4309387207031,91.41000366210938,39.70000076293945,157.9499969482422,82.0999984741211,137.641357421875,13.899999618530273
2021-06-09,1473.9208984375,736.75,634.2428588867188,1782.01513671875,421.45001220703125,35.29999923706055,40.599998474121094,998.6257934570312,316.42755126953125,91.04000091552734,39.0,155.75,80.25,137.19784545898438,13.600000381469727
2021-06-10,1474.667724609375,744.25,638.5303955078125,1798.6568603515625,432.25,35.900001525878906,42.5,1019.32373046875,319.21807861328125,91.0,39.150001525878906,156.9499969482422,80.75,141.33743286132812,13.649999618530273
2021-06-11,1479.94482421875,738.4500122070312,633.8441162109375,1793.4593505859375,429.6000061035156,35.95000076293945,42.04999923706055,1010.1190795898438,318.3211364746094,92.81999969482422,39.0,155.89999389648438,80.4000015258789,138.52842712402344,13.649999618530273
2021-06-14,1473.074462890625,736.25,633.2957153320312,1767.1724853515625,430.3500061035156,37.400001525878906,43.04999923706055,1019.2740478515625,315.7797546386719,87.80000305175781,38.70000076293945,154.75,79.19999694824219,143.94932556152344,13.699999809265137
2021-06-15,1483.8280029296875,750.9000244140625,643.416015625,1770.0211181640625,429.5,37.25,42.400001525878906,1029.3741455078125,320.8625183105469,89.80000305175781,38.849998474121094,154.35000610351562,79.5999984741211,141.83023071289062,14.25
2021-06-16,1478.2022705078125,749.7999877929688,638.231201171875,1759.7261962890625,425.95001220703125,37.45000076293945,41.75,1008.7260131835938,319.8160705566406,82.58999633789062,38.75,152.14999389648438,78.44999694824219,139.07052612304688,14.050000190734863
2021-06-17,1459.781982421875,738.5999755859375,631.1519775390625,1765.1734619140625,420.25,38.099998474121094,41.099998474121094,979.2214965820312,317.82281494140625,82.9800033569336,38.349998474121094,151.35000610351562,77.0999984741211,138.18345642089844,13.949999809265137
2021-06-18,1473.423095703125,736.2999877929688,628.5595703125,1759.576171875,412.8999938964844,37.79999923706055,40.29999923706055,990.5158081054688,315.5804138183594,81.13999938964844,37.5,147.39999389648438,75.25,137.9370574951172,13.649999618530273
2021-06-21,1482.28466796875,739.5499877929688,629.4070434570312,1771.1705322265625,419.75,39.79999923706055,41.70000076293945,1002.6061401367188,339.9976501464844,82.51000213623047,38.5,152.3000030517578,79.05000305175781,143.35794067382812,14.350000381469727
2021-06-22,1477.4058837890625,739.3499755859375,629.0082397460938,1756.2279052734375,418.6499938964844,40.150001525878906,41.29999923706055,995.1926879882812,340.9942932128906,82.44000244140625,38.599998474121094,151.75,78.75,148.9266815185547,14.550000190734863
2021-06-23,1479.0985107421875,732.3499755859375,622.876220703125,1735.8380126953125,418.8500061035156,39.20000076293945,42.25,994.6454467773438,332.0246887207031,84.86000061035156,39.400001525878906,151.9499969482422,78.30000305175781,147.25112915039062,14.75
2021-06-24,1499.759033203125,739.1500244140625,632.1988525390625,1737.0374755859375,417.20001220703125,38.349998474121094,41.54999923706055,995.7400512695312,332.2738342285156,87.33999633789062,38.79999923706055,149.0500030517578,77.0,145.23062133789062,14.5
2021-06-25,1508.5709228515625,761.3499755859375,647.105224609375,1734.138916015625,428.79998779296875,39.45000076293945,42.29999923706055,1007.929931640625,331.87518310546875,87.0,38.400001525878906,153.39999389648438,77.6500015258789,146.36407470703125,14.550000190734863
2021-06-28,1501.8499755859375,762.4000244140625,648.4014282226562,1732.18994140625,426.75,39.349998474121094,43.349998474121094,1003.9495849609375,345.5289306640625,93.04000091552734,38.349998474121094,156.9499969482422,80.5,152.3763427734375,15.300000190734863
2021-06-29,1502.050048828125,751.9500122070312,638.231201171875,1705.0032958984375,421.5,39.20000076293945,43.0,1013.1541748046875,334.66571044921875,92.5999984741211,38.25,153.75,78.6500015258789,142.71730041503906,14.949999809265137
2021-06-30,1497.9000244140625,748.2999877929688,629.05810546875,1705.0032958984375,419.20001220703125,38.54999923706055,42.29999923706055,1011.3629760742188,329.1344909667969,89.9800033569336,37.900001525878906,151.85000610351562,77.9000015258789,142.6187286376953,15.199999809265137
2021-07-01,1486.75,746.4500122070312,629.0082397460938,1715.2481689453125,420.3999938964844,38.70000076293945,42.349998474121094,1002.7554321289062,325.19781494140625,85.81999969482422,37.75,153.60000610351562,77.6500015258789,139.9082794189453,15.149999618530273
2021-07-02,1480.4000244140625,750.6500244140625,638.3807983398438,1714.2987060546875,424.3999938964844,39.04999923706055,42.099998474121094,1004.6959228515625,320.56353759765625,86.19999694824219,38.25,153.75,77.05000305175781,140.10540771484375,15.100000381469727
2021-07-06,1534.699951171875,758.3499755859375,648.4014282226562,1754.478759765625,429.75,37.70000076293945,41.849998474121094,1025.990966796875,319.3177490234375,86.9800033569336,37.70000076293945,153.5,76.5,138.62698364257812,14.600000381469727
2021-07-07,1539.5,762.9000244140625,652.0906372070312,1760.9256591796875,432.8500061035156,37.95000076293945,41.70000076293945,1039.77294921875,319.46722412109375,86.4000015258789,37.75,154.5500030517578,76.1500015258789,137.0500030517578,14.449999809265137
2021-07-08,1520.449951171875,754.4000244140625,640.0260009765625,1731.4403076171875,424.45001220703125,37.04999923706055,41.04999923706055,1040.3201904296875,313.0390319824219,86.87999725341797,37.599998474121094,151.8000030517578,75.5999984741211,135.64999389648438,14.399999618530273
2021-07-09,1502.0,747.3499755859375,636.6857299804688,1719.1962890625,423.75,36.75,41.0,1034.84716796875,315.6800842285156,86.26000213623047,38.79999923706055,151.1999969482422,75.3499984741211,136.0,14.300000190734863
2021-07-12,1487.0,753.5999755859375,644.36328125,1731.09033203125,427.45001220703125,36.900001525878906,40.900001525878906,1044.1513671875,314.58380126953125,86.54000091552734,38.75,151.75,75.55000305175781,136.10000610351562,14.25
2021-07-13,1501.8499755859375,770.75,663.0086669921875,1746.2828369140625,429.1000061035156,37.0,40.900001525878906,1050.718994140625,315.8794250488281,84.0199966430664,38.54999923706055,153.35000610351562,76.30000305175781,136.0,14.300000190734863
2021-07-14,1499.1500244140625,770.0499877929688,662.410400390625,1747.2823486328125,431.04998779296875,36.849998474121094,40.70000076293945,1047.43505859375,316.8262023925781,79.16999816894531,38.20000076293945,151.60000610351562,75.8499984741211,136.9499969482422,14.100000381469727
2021-07-15,1520.699951171875,774.1500244140625,665.5014038085938,1749.181396484375,431.70001220703125,36.45000076293945,40.349998474121094,1049.9228515625,318.6201171875,77.27999877929688,37.95000076293945,150.5500030517578,75.44999694824219,138.25,14.050000190734863
2021-07-16,1522.3499755859375,771.1500244140625,658.3722534179688,1748.6317138671875,430.0,36.599998474121094,40.849998474121094,1039.1759033203125,308.1057434082031,77.55999755859375,37.79999923706055,151.3000030517578,75.19999694824219,138.14999389648438,14.050000190734863
2021-07-19,1471.0,755.2000122070312,653.985107421875,1721.9449462890625,427.8999938964844,37.0,40.29999923706055,1010.8654174804688,307.3582763671875,79.23999786376953,37.849998474121094,148.14999389648438,73.9000015258789,139.3000030517578,13.850000381469727
2021-07-20,1443.1500244140625,745.75,640.0260009765625,1701.804931640625,420.8999938964844,35.900001525878906,39.75,976.7337646484375,301.6277160644531,79.86000061035156,37.400001525878906,144.4499969482422,71.5,137.8000030517578,13.600000381469727
2021-07-22,1448.699951171875,746.75,654.0349731445312,1706.3526611328125,422.04998779296875,36.150001525878906,40.0,987.2817993164062,303.8701171875,82.02999877929688,37.75,144.89999389648438,72.19999694824219,140.0500030517578,13.550000190734863
2021-07-23,1442.75,755.4000244140625,674.674560546875,1722.0948486328125,428.8999938964844,36.54999923706055,40.04999923706055,984.4457397460938,304.01959228515625,81.83000183105469,37.45000076293945,146.0500030517578,72.75,138.89999389648438,13.550000190734863
2021-07-26,1434.550048828125,756.2999877929688,674.7742309570312,1739.736083984375,423.29998779296875,36.04999923706055,39.349998474121094,976.4849853515625,296.7442626953125,77.62999725341797,38.20000076293945,146.64999389648438,71.8499984741211,139.60000610351562,13.5
2021-07-27,1439.75,731.7000122070312,675.4722290039062,1697.107177734375,429.95001220703125,35.95000076293945,39.150001525878906,971.011962890625,294.7012023925781,76.19000244140625,38.0,148.8000030517578,70.8499984741211,137.25,13.800000190734863
2021-07-28,1417.300048828125,722.9000244140625,683.0499877929688,1652.0296630859375,425.5,35.5,38.400001525878906,987.8787841796875,295.04998779296875,79.12999725341797,37.70000076293945,143.25,69.9000015258789,135.0,13.699999809265137
2021-07-29,1418.25,717.25,687.5,1640.835205078125,441.54998779296875,37.849998474121094,39.400001525878906,987.1822509765625,292.5,76.8499984741211,37.79999923706055,149.64999389648438,71.6500015258789,138.8000030517578,13.800000190734863
2021-07-30,1426.449951171875,708.9000244140625,682.5,1653.978759765625,431.79998779296875,36.849998474121094,39.5,976.1864624023438,291.25,76.9800033569336,37.95000076293945,153.1999969482422,74.4000015258789,139.0,13.800000190734863
2021-08-02,1422.6500244140625,721.1500244140625,681.4000244140625,1664.2735595703125,434.8999938964844,36.79999923706055,40.70000076293945,983.152099609375,299.54998779296875,78.30999755859375,37.79999923706055,155.60000610351562,74.19999694824219,139.3000030517578,13.75
2021-08-03,1434.699951171875,738.5999755859375,690.4000244140625,1684.8133544921875,446.5,37.400001525878906,40.29999923706055,1017.0350341796875,300.6000061035156,77.48999786376953,37.95000076293945,157.14999389648438,74.3499984741211,141.8000030517578,13.550000190734863
2021-08-04,1465.300048828125,753.7999877929688,714.6500244140625,1749.0814208984375,456.95001220703125,36.70000076293945,39.400001525878906,1015.5423583984375,301.95001220703125,81.6500015258789,37.70000076293945,156.8000030517578,72.5999984741211,140.14999389648438,13.300000190734863
2021-08-05,1484.8499755859375,749.2999877929688,702.4500122070312,1770.87060546875,441.8500061035156,36.099998474121094,38.849998474121094,992.8045043945312,308.20001220703125,80.56999969482422,37.25,156.35000610351562,70.8499984741211,135.35000610351562,13.199999809265137
2021-08-06,1492.6500244140625,740.8499755859375,697.6500244140625,1776.31787109375,435.6499938964844,35.95000076293945,39.54999923706055,1024.448486328125,303.8500061035156,77.91999816894531,37.54999923706055,157.35000610351562,70.9000015258789,135.25,13.350000381469727
2021-08-09,1503.9000244140625,755.5,702.8499755859375,1780.01611328125,433.3999938964844,35.650001525878906,38.75,1037.6832275390625,301.29998779296875,85.51000213623047,38.54999923706055,154.6999969482422,69.69999694824219,134.60000610351562,13.100000381469727
2021-08-10,1507.6500244140625,761.5499877929688,700.9000244140625,1812.3499755859375,426.45001220703125,34.54999923706055,37.5,1028.5283203125,296.25,85.08000183105469,37.54999923706055,152.8000030517578,67.4000015258789,129.9499969482422,12.850000381469727
2021-08-11,1494.949951171875,760.7999877929688,693.5499877929688,1780.5999755859375,428.04998779296875,34.70000076293945,37.400001525878906,1036.091064453125,295.20001220703125,84.69000244140625,37.349998474121094,154.10000610351562,67.44999694824219,128.39999389648438,12.600000381469727
2021-08-12,1501.4000244140625,757.3499755859375,701.3499755859375,1787.699951171875,427.1499938964844,35.04999923706055,37.79999923706055,1030.269775390625,294.95001220703125,82.6500015258789,38.150001525878906,155.6999969482422,68.8499984741211,130.9499969482422,13.25
2021-08-13,1526.199951171875,759.9000244140625,704.7999877929688,1788.0,431.20001220703125,35.0,37.75,1019.124755859375,293.54998779296875,83.95999908447266,38.29999923706055,156.0,68.4000015258789,129.9499969482422,13.899999618530273
2021-08-16,1530.5999755859375,762.0,702.6500244140625,1782.3499755859375,424.8500061035156,35.0,37.45000076293945,1014.0,294.6499938964844,79.56999969482422,38.099998474121094,157.4499969482422,67.75,131.6999969482422,13.5
2021-08-17,1514.6500244140625,756.75,701.2000122070312,1788.3499755859375,421.5,34.29999923706055,36.75,1000.2000122070312,293.45001220703125,78.68000030517578,38.04999923706055,152.64999389648438,66.69999694824219,125.8499984741211,13.100000381469727
2021-08-18,1513.0,754.4000244140625,688.2999877929688,1749.699951171875,419.70001220703125,34.70000076293945,36.5,989.6500244140625,290.3500061035156,83.45999908447266,37.599998474121094,157.14999389648438,66.69999694824219,125.30000305175781,12.949999809265137
2021-08-20,1514.75,740.25,680.7000122070312,1703.550048828125,406.70001220703125,33.5,35.599998474121094,979.4500122070312,278.1499938964844,82.7699966430664,37.45000076293945,152.8000030517578,64.1500015258789,121.6500015258789,12.850000381469727
2021-08-23,1524.5999755859375,736.0999755859375,682.7000122070312,1716.8499755859375,409.5,33.0,36.150001525878906,988.5999755859375,266.6499938964844,85.05999755859375,36.75,152.89999389648438,62.5,116.25,12.550000190734863
2021-08-24,1558.8499755859375,746.3499755859375,694.4500122070312,1704.9000244140625,417.6000061035156,33.349998474121094,36.349998474121094,1005.0499877929688,264.75,89.26000213623047,37.099998474121094,155.6999969482422,63.5,117.69999694824219,12.600000381469727
2021-08-25,1557.4000244140625,739.0499877929688,691.0499877929688,1697.199951171875,416.25,33.5,36.45000076293945,1005.5499877929688,264.6000061035156,90.33999633789062,37.79999923706055,151.0500030517578,64.8499984741211,123.4000015258789,12.649999618530273
2021-08-26,1554.800048828125,746.3499755859375,698.7999877929688,1697.5,410.75,33.54999923706055,35.79999923706055,1001.5,265.04998779296875,85.80999755859375,37.95000076293945,152.85000610351562,65.75,122.8499984741211,12.600000381469727
2021-08-27,1548.449951171875,752.4000244140625,699.75,1713.550048828125,412.45001220703125,34.150001525878906,36.150001525878906,990.2000122070312,276.1000061035156,85.4000015258789,38.5,151.60000610351562,67.4000015258789,123.4000015258789,12.699999809265137
2021-08-30,1568.25,784.0499877929688,713.6500244140625,1735.8499755859375,422.70001220703125,34.900001525878906,36.75,1005.0999755859375,285.8999938964844,81.87000274658203,38.5,155.25,67.94999694824219,121.5,12.949999809265137
2021-08-31,1581.4000244140625,786.5,719.0499877929688,1753.699951171875,426.04998779296875,35.400001525878906,36.650001525878906,992.4000244140625,285.0,82.05000305175781,38.5,159.10000610351562,66.3499984741211,125.0,12.800000190734863
